2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'apr', 'my'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 't', 'vxi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 't', 'vxi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fk', 'is'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fk', 'is'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ivn', 'lgw'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ivn', 'lgw'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'mo', 'tc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'mo', 'tc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'jw', 'va'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'jw', 'va'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'd', 'fho'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'd', 'fho'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'rpa', 'twg'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'rpa', 'twg'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'b', 'f'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'b', 'f'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'g', 'vn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'g', 'vn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'nd', 'nz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'nd', 'nz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'u', 'uwi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'u', 'uwi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'nnz', 'x'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'nnz', 'x'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'e', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'e', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'jko', 'ofh'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'jko', 'ofh'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'jfw', 'w'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'jfw', 'w'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'f', 'hu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'f', 'hu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'of', 'ur'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'of', 'ur'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'et', 'jxj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'et', 'jxj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'f', 'qab'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'f', 'qab'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'gai', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'gai', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'l', 'luu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'l', 'luu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'akz', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'akz', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'pd', 'ph'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'pd', 'ph'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'e', 'gq'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'e', 'gq'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'idq', 'qt'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'idq', 'qt'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'd', 'jj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'd', 'jj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'b', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'b', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'a', 'k'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'a', 'k'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dc', 'ij'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dc', 'ij'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'b', 'cx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'b', 'cx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bq', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bq', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fvc', 'iw'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fvc', 'iw'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'gv', 'gx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'gv', 'gx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ahl', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ahl', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'sew', 'uy'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'sew', 'uy'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'i', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'i', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'at', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'at', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dt', 'mv'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dt', 'mv'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'sit', 'yz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'sit', 'yz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bi', 'mgf'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bi', 'mgf'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'n', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'n', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'a', 'vil'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'a', 'vil'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'j', 'mx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'j', 'mx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'gzf', 'nl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'gzf', 'nl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'il', 'ltk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'il', 'ltk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'em', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'em', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'emk', 'f'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'emk', 'f'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'l', 'lmo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'l', 'lmo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 't', 'uto'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 't', 'uto'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'az', 'vi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'az', 'vi'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ajf', 'ly'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ajf', 'ly'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'e', 'h'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'e', 'h'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ewm', 'ij'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ewm', 'ij'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'mp', 'p'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'mp', 'p'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'hc', 'km'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'hc', 'km'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'a', 'gjj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'a', 'gjj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'b', 'h'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'b', 'h'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'rvn', 'xbc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'rvn', 'xbc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'lf', 'u'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'lf', 'u'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'cb', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'cb', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'c', 'krc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'c', 'krc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'eae', 'kx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'eae', 'kx'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'e', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'e', 'i'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'm', 'npv'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'm', 'npv'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ax', 'ug'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ax', 'ug'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'as', 'hb'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'as', 'hb'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'd', 'hy'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'd', 'hy'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bt', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bt', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dxm', 'x'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dxm', 'x'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'a', 'e'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'a', 'e'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'g', 'tfn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'g', 'tfn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'h', 'sd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'h', 'sd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'asd', 'fzl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'asd', 'fzl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'lww', 'yqz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'lww', 'yqz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bd', 'c'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bd', 'c'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'tb', 'vav'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'tb', 'vav'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'idz', 'kga'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'idz', 'kga'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'hbk', 'nrj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'hbk', 'nrj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fe', 'r'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fe', 'r'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fvb', 'uvr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fvb', 'uvr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fg', 'rr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fg', 'rr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'b', 'gok'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'b', 'gok'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'hmc', 'pwr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'hmc', 'pwr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'csv', 'hfz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'csv', 'hfz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'obv', 'ovk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'obv', 'ovk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'kmf', 'wbf'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'kmf', 'wbf'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'g', 'oo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'g', 'oo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'na', 'ukl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'na', 'ukl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dqr', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dqr', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'h', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'h', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'al', 'bn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'al', 'bn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'g', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'g', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'kvj', 'o'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'kvj', 'o'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'az', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'az', 'j'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'fln', 'fn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'fln', 'fn'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'c', 'he'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'c', 'he'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'a', 'kmm'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'a', 'kmm'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bb', 'mb'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bb', 'mb'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'j', 'mni'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'j', 'mni'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'o', 'sd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'o', 'sd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'bxx', 'gd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'bxx', 'gd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'f', 'orr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'f', 'orr'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ed', 'sj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ed', 'sj'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'og', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'og', 'q'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'it', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'it', 'n'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'be', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'be', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'lnw', 'vzk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'lnw', 'vzk'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dud', 'kwo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dud', 'kwo'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ar', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ar', 's'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'iqz', 'smd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'iqz', 'smd'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'uxn', 'w'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'uxn', 'w'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'htr', 'k'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'htr', 'k'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'jca', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'jca', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'qvn', 'v'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'qvn', 'v'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'hj', 'oe'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'hj', 'oe'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'io', 'lz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'io', 'lz'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dvz', 'p'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dvz', 'p'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ck', 'pu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ck', 'pu'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'asl', 'ga'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'asl', 'ga'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'dj', 'gbl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'dj', 'gbl'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'ihs', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'ihs', 'l'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'krl', 'pc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'krl', 'pc'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'e', 'ew'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 1, 'e', 'ew'
2, 3, 6, 1, 2, 7, 'anlp', 'rhcp', 3, 2, 'm', 'nif'
